ID,target
01bd8211e,2748097.2452517273
01bdda11d,2213914.544682119
01be390b4,2400089.225775708
01be6122c,2647299.2401529034
01c1d1fb0,1302112.7337758471
01c33d5d2,2383875.172453491
01c34e2ff,2112340.9641183014
01c362322,1159382.8100154102
01c553e1a,1351265.5661611105
01c65531d,677561.0293674225
01c6933d0,12150098.904659279
01c74c797,5212650.757518128
01c7eafe8,1984922.631947897
01c81cd35,6376234.617867194
01c898445,1896863.9221102581
01c9fd3a7,2922469.882982406
01ca7113f,1104001.92466286
01cb0f6ea,3428729.8532497315
01cc582f5,389821.44541521085
01cca8141,4246572.3226343505
01cef01a2,534602.9642041429
01d10e85d,1375216.4367895736
01d193713,1758611.7775660576
01d2fecbe,1300299.8501163684
01d38c28f,5022939.673407527
01d396bc2,2341071.1356388764
01d7bfe15,989348.4696913946
01d8282f2,1759547.6210892762
01d94bd22,4077728.7440930447
01da2afeb,2661694.224247908
01db02cda,2951050.4064958305
01dd4ee95,968589.8651167118
01dd8785b,1517858.397692609
01dff0d9c,2634042.5803400846
01e04a9fb,3810617.5583057664
01e06a9f0,1785250.7015389865
01e1970fb,1958052.6972242831
01e1ee7f9,1888098.034867636
01e37465e,1738680.8368816986
01e38e47e,2539230.6680225916
01e6618b1,4454003.261968555
01e8de681,6663187.991215309
01e9513b2,2157644.999295586
01ea633f5,1648414.401743358
01eba0824,1405312.935618022
01eca1d02,4429381.03129164
01ed1f78a,2798197.99281429
01ee29ec7,5340111.797276534
01eed81f9,1944177.0683422997
01ef1d226,1788474.5982628665
01f0030e3,1418961.9577885913
01f15fad3,1072694.5054449001
01f330ffe,1184574.346939547
01f39eb1e,517853.67152266455
01f44549a,1860692.8060816443
01f5a652b,2782782.0120525486
01f889c84,3661963.254085975
01fa9c31e,1128565.5971852755
01fd4e7e9,1725505.407478616
01fde1134,1756222.1689678712
01ff14471,2530543.040119749
01ffa7fbe,2541780.5414065486
02001f60c,1580304.368956365
0201ea0a0,1346510.2976548772
0201fe232,3646346.630028493
020699f8e,1388438.6233176836
0206a24ce,7077965.639571844
0206bfd06,3361640.2104690503
020741219,1487171.8734833999
020816bdb,3777112.444726833
0209a7570,2022524.6113513694
0209bf7b8,997442.9578119088
0209d2fd2,2149239.31483173
020b294bd,2770521.8700193455
020b5b442,1999761.5224415623
020bd2d15,1657809.4546895078
020eaebb2,1945480.9776899924
020ed0585,2714231.226635918
020f67b89,2670396.4487994346
02118146a,787937.3009290637
0211c154c,1838483.5128970523
0211f9abc,1747847.9777911133
021257ae5,5398586.623428913
02135d6ab,2571088.0818108814
02170db23,2191775.356432989
02180e987,1283245.3888355098
0218218c1,3479065.0524047976
0218cd3d7,1937743.230503405
0219f8398,2489512.8009443106
021aee575,821230.6794784681
021bd4dca,2941695.284043435
021da9216,1287934.2394356243
021ebd418,913929.6918268139
021fd795a,1324417.9061733354
02223cd36,1601129.5906665793
0223c16c1,2039202.898464796
022678dd2,1427580.6898473366
022792b0a,2902579.3857614878
022804284,1220731.7705983145
0228aa82d,1707533.132338204
0229e75c4,1345637.7756944867
022a8c2f7,2426873.4958413625
022cb2631,2839674.034913984
0230d4064,6190660.362835331
023377ebc,1448221.337215792
02342e4f7,1451798.368255018
0235e2eab,2756346.655656482
023990ec3,2018403.7231916804
023ac9a3c,2847021.218373499
023b81381,1526638.9414607598
023fa6bf0,1986555.1249031893
024078072,509265.6279107466
0241d1cc7,1964096.3898686115
0241dbd70,1486049.358533225
02423aea3,2095043.6530489966
0242e62ca,1269905.1059787194
024306e5d,1669339.2663527727
0244ca2e6,1149253.9603609098
0245590f8,626451.885496658
0246d6ee2,1668285.8591602587
024739c7d,1821103.5108847125
024766f47,925423.8067744721
024813220,1509324.4620387168
024890eac,1249677.8309280486
024c65d46,1764696.3608789803
024c8f9db,2006261.0497172668
024cbb5b4,2419910.267884647
024d9058c,1355251.0428267824
024fe32af,1673044.7406749623
025045845,7167160.652575234
0250eb809,1888750.7137208926
025179e5e,3061542.3732281923
02537cf5e,1831534.4724675785
0254223d8,3028029.2657823935
0256c0b0e,5581740.362384465
025774ca3,4325000.501754444
025786cb9,1891121.0368769108
0257e2b97,1011162.2273719993
025994da9,4511446.048934492
025a2f31f,2665682.7352988557
025a544da,3012446.6180170896
025a96ed9,1372961.0360580492
025abdc92,3471342.8044935595
025ba7d70,2020855.0889903551
025c222b3,2237602.668700534
025c7bb5f,1748153.4558178964
025e5d770,2004510.1116155004
02635ccad,2242753.017795086
02648787c,2170973.646834384
026756d03,994497.1932719137
0267a271c,2077921.3090612858
02681ecec,2100357.922907939
02697d7c3,1721863.1019811172
0269a6f71,2414007.6107450547
0269d314c,3840488.7505242517
0269dba28,2523532.186902242
026a61d88,777724.1231765298
026aeaa2c,1917873.4801767352
026b02a83,1415971.6751986572
026baed22,2743680.201343478
026c4e17b,1859160.6541805575
026c5991c,1603293.4797705961
026cf59d9,957851.6797648272
026cfc392,408582.0147855346
0270a390f,925847.7797513762
0270be3af,2433602.383705732
0270e156b,1091426.3197960923
027124809,1275579.0926021654
0272c405a,3297584.0063376715
027400cb8,2727742.9164166013
0274ce8b8,1720379.6490531291
027769b10,2748821.7241149517
0277d96d0,1666890.5494784536
027a21566,4632747.4392888155
027c75423,3148773.512007566
027cc80a8,1514059.8398726038
027d5aea6,1881737.753091555
02865c5ec,2340246.1351189334
0287280ba,2915030.3755300967
02898064e,1969588.226333366
028988631,1479893.6943135094
028a5c0d4,1701919.7088607824
028da53a4,1422361.5018675881
028ee267a,1731526.44363152
0292f2fc5,1315344.9239539676
02975edfa,2746022.8412802625
029a9db2e,1276087.5123241218
029b14b56,2354890.314487371
029bbe7d3,5156254.643008
029c1e398,1160978.1160872236
029da4b41,2334514.706560297
02a0c1918,1270439.2291556848
02a2a1bdf,2069306.9195103163
02a2c00e0,1453444.522492248
02a31514c,2866884.4826786113
02a3dc04d,3568389.3317039427
02a565b91,1708993.0963539123
02ac98fd5,1867325.650061838
02adff31a,5308047.517187462
02affe93a,1135397.9705469364
02afff518,2363187.6428105435
02b000198,362914.5435664723
02b0b4bae,2737302.740425608
02b0c3fdb,1137277.5912969112
02b220cf1,2269580.233784303
02b25ade0,5067105.6885830145
02b413bb1,3168776.0697820396
02b4aaba1,4669424.722106241
02b67ff32,2300734.7953862897
02b71a6b2,2155325.591368432
02b79188f,1477718.9843615978
02b8961fc,3088879.938988515
02b96ff6c,1974921.592917561
02bad4594,1732466.8262870633
02bbd7b9d,2828630.3035726
02bcf8e90,3281213.6253333623
02bde66d2,1483078.5986540713
02bfe3c59,2366445.300361162
02c119238,2342078.006917773
02c16cb74,1522266.8314362417
02c475e65,2168943.4640362016
02c4d224b,2116976.866552127
02c6d9700,1794040.9287616736
02c74523d,5042083.106272342
02c7c5e05,2356914.1694761273
02c8a1f80,195668.94408961103
02c8c7175,3968887.2298165904
02c91d25d,2596506.1849054433
02ce4321f,1247884.0605376684
02cfae275,1817470.1142851156
02d07cb78,2875179.8415391846
02d147e50,3909387.133473436
02d173c38,3013708.381086494
02d1a1e82,2659956.0057069687
02d2dc64c,2515229.08090169
02d3dcc5a,2312737.385075141
02d67ed4c,1945378.1760458709
02d682de1,1898347.9511013562
02d72b46d,1566287.3521160898
02da114c7,1084448.963055553
02da41c7e,1796980.866875244
02dad771a,1046387.8529693139
02db2bb9a,125756.03430011982
02dc20d11,1498902.8595958222
02dc3b94d,2659942.7813503714
02dd17f6f,2043909.1009330042
02deaaed6,2724412.561468415
02dfd3b7c,1259727.0712167984
02e0b923c,2944316.5124830105
02e23559a,2326418.668833247
02e2acbaa,1578138.5936642317
02e5349d9,1395990.8031805675
02e6bbef5,2398717.6014559935
02e7849bb,2060674.6459217127
02e80faad,1847111.1187771906
02eaec8f8,5689950.4203646965
02edb9180,10486466.888764966
02ee21874,3807486.7087905128
02ef3cdc7,2739758.2900113813
02f18ce31,3294820.695730879
02f20fa4a,4016616.632187157
02f492e98,2107429.962711249
02f7d06a3,5825022.43051742
02f8c9d39,2988820.5682371445
02f928f97,3827605.5728959115
02f97eb4f,2190406.0194639927
02f9cc844,3567912.5137589015
02f9f46ac,656209.0354568543
02fb07a76,490063.73629922885
02fb4683c,1262692.1116584
02fd708e8,1914978.9065355011
03026bfdd,1490047.5649578967
0304186ba,2803259.5067085465
03052941a,2342800.412869539
030553c29,1233384.5471721506
0306f5c13,2276896.82550486
03078adf4,2227578.6957033584
030a2297c,906664.5566410049
030b9a986,1575140.660023531
030bbd54c,1236667.063152601
030d81f86,1338875.8934278458
03101eca5,2388459.207526777
0311bb483,1668595.8584667826
03121027c,6755654.705556825
0312ea7f8,4176181.598578466
0313323d7,2075474.2068590464
03148fa17,1780056.3658426425
0314aa65d,6484429.2432867065
03156f66a,1095616.3901927469
031775c5a,3512788.540673238
0317cd26f,665650.4718741346
0317dc1c8,660803.2224620029
031959763,2352516.161077612
031961e5e,1504293.3702759854
031a6f52d,2916537.6632412933
031af41a0,2034610.0897714756
031be3013,2661144.5019640056
031c054a3,2239628.972229992
031e02d13,1116928.3554786318
031fe6025,2237909.1472957353
03226e167,3962989.146023269
032313121,1685497.8174522365
03252fdf8,1167911.265952385
0325ef5e3,2924831.1626026276
03278afaa,3110014.414068769
0329abefe,2344844.797265808
032b82f0c,3105711.797853275
032cb3413,1161977.467814174
032f7abe9,1890855.8081784393
032fd3cf7,3015011.1883474803
033135e05,6806470.299740082
03316e7c8,1805041.2060125023
0333c53fa,1219772.2297690911
033611b09,4057757.548938344
033656403,839394.5063535683
0337427ab,3820182.4640175262
0338d1fb6,1994775.29431312
033948435,8580194.923164539
033b70fcb,2942591.0157319847
033d3323b,1969457.7091334644
033db5f65,897913.6615882551
0341af76c,1699020.7143012132
03434b4b4,2394993.5494786142
0344e4977,4563200.240046791
0346fb76b,3968036.8923052307
034ad33d6,5537188.765877966
034af5dae,1757415.3524040957
034b70bda,1718651.0413191523
034f2607b,321406.0754187308
034f28339,816917.8635280994
034fb173b,2707998.574730618
03504923d,2962842.5538471313
035226e6e,1193311.5392682948
035585d5c,2227885.3133037756
035643e2b,1766625.114908997
0356dfccd,3432921.9458214035
0356fc880,2703419.555712983
03578cd16,1933524.5115260961
0358c22f6,1655389.8591828314
035a91cf2,3119860.0365326237
035b789d2,1294036.2453220068
03610ecc7,2087301.8877021628
03656e62f,2475472.0639191
0365b7b3a,1205847.5349884147
0365f0a9f,1888028.96016504
0367cb231,1222639.9292896716
03687090c,2885827.4092766973
036b2dd1e,2306245.3408058616
036f3dd40,1596860.0326591937
03700787a,2028735.0392242167
03705c6ef,2110841.914857716
03722e7be,5205985.5473345965
037248721,1259551.264107353
037269293,2810696.7444243105
03782136e,2504720.847512699
03796cf0e,1667869.0515359985
037dc14e7,1336884.5705236113
037ec2166,3362704.071059144
037f61da3,3791240.412338608
0380c62db,3847486.775907273
03857cb43,1711920.8942742913
0387bf802,1441338.0280425604
038838fee,2372812.932225805
0388b0dc1,2469775.2481068787
038ad1732,1911224.8166473515
038b7c09a,1778488.9056080282
038c061e1,3479947.70603816
038da9843,2692981.6235729563
038ded2fe,1700497.0595916864
038f623c2,1294364.6625490463
039105297,2288691.483082044
0391c19bf,2192409.5069404934
0393e0694,2794228.7958906814
03949736d,7749398.535139455
03959e9a9,1775327.2532762545
03968aeb0,1867063.0081158434
039a844b4,1573804.9083196847
039e289ac,1655335.517819202
03a062fbb,1862293.7522290787
03a4623d5,1889063.1739574345
03a546322,2245074.1561227487
03a5c6003,701529.9864368057
03a5f4351,1768892.8127225903
03a81c915,1823656.8453264188
03aaf818c,3063698.3929612585
03ab8fc70,4255332.833276133
03aea7af1,2950348.7073456487
03b10328e,1844359.802073012
03b27dded,2588834.4344243845
03b46ad5d,1559559.6376746297
03b4b4a3e,1457155.2451709278
03b67d81b,2917739.7665743334
03b6c19da,3079607.7715429217
03b835ca7,2109880.021208634
03b882553,1518063.074435793
03b99b5f9,1786828.5566440604
03b9a2af2,4355499.237209279
03baf448a,4137836.3145660535
03bedbe9d,1671872.104516099
03bfd20b9,1067039.864242651
03bfe3bc5,843160.3833273072
03c18ac69,1411421.4329231807
03c27a2bf,1975125.198489342
03c760f76,1559109.9597941106
03c8caae7,1636481.965830407
03c9a65f8,1823146.7449373645
03cdb39c1,2118983.7315660696
03d4bd5b8,1413332.7371538188
03d73e9c5,951894.475184896
03d854501,2004784.2726505217
03d893c26,2802719.1123625347
03da7d69e,1487288.5584760613
03db05222,1248535.851882636
03dc6875e,533399.3792451202
03dfb0bd7,1340577.6484478866
03e09458b,1774434.4782307278
03e10ddf7,1920279.2573034014
03e28b99f,1145756.1259283049
03e58b888,2225053.4748263825
03e592e94,1511359.155149347
03e755a97,2836147.8122100877
03e78798a,4000431.7665969157
03e823704,2240065.4823062522
03e882a88,3609191.851844124
03e897c29,2136125.202638258
03ebad6bc,1971475.6975902906
03ebf5ecf,814944.2578512854
03ec3ab4e,614517.1636337724
03ec5eed1,2401151.230286126
03ed5c911,2597558.291333137
03ed976ab,2049274.3261049145
03ef34c90,2831503.8994087866
03f203cfa,1199702.1832934008
03f3c8c46,2230285.5237611867
03f492c31,1412240.7854788979
03f5b5e4a,2217950.4586123573
03f6822ee,2034343.2554588362
03f6de512,1535300.3536693223
03f73ef0e,2109504.969950042
03f74f010,5345144.403609922
03f82bc6c,3164515.785928109
03fa0306c,2459966.800508402
03fc7fa27,883017.8086729207
03fe6e716,5615325.143695243
03ffe3f49,2195953.2878165264
04023973e,1520788.6863496976
04042f2d4,2706637.6736372113
04045c3a4,4002505.6632673494
0404fb8e2,2973274.767621749
0406e6e47,2487926.549220589
040951939,4549199.4311783705
0409890f8,2897997.451621913
040ca2949,1507214.3653050272
040f6b98c,1665397.2912586154
040fb51e2,1663901.8674712959
0411c1468,2577262.354442773
04127fa80,896633.4306441315
0412f421d,2240038.440023945
041346d0f,1111405.9727614995
04137899d,4686850.068069413
0419a598f,2761041.651762351
041abacf2,798139.2094205237
041ac253e,1493727.7042163385
041ae628c,2129848.7528942255
041b2eaa1,766800.417244452
041d211ec,1971321.8935425808
041d6aa88,1498431.3499661717
041e0fa5a,1711682.884029807
041fec996,1596634.9844841606
042091615,1718295.850921641
0423774bc,2613706.643012719
04245c9ab,4056724.7514988636
0425713aa,395504.66206261923
042576594,3365949.2349447086
04258a134,1802733.186856143
04290d6e3,1274260.7022283191
0429ef94f,3143081.598959748
042acad39,869677.8175495124
042b75b8b,2671953.3772390718
042b8215b,7385932.649557258
04305a384,2592673.690770055
04314d3a3,1226169.1225877667
04315db05,1554756.1055630678
04345543a,2586444.9206528263
043593500,2548165.120375745
0436f2c86,2690178.2120202035
04370ab18,2924697.679124389
0437281f5,3957332.6920005386
0438dc28d,2087108.0507314845
043be1af1,1113668.4146491457
043c23fbe,761855.4790615567
043dce29d,2029447.6824123764
043e4b825,2145428.782407318
043f5244b,2309988.5165197304
043fd2e42,4705672.203223499
0441a98fe,3998323.851537666
044541178,2529946.7962266007
04457b1e5,1758018.9632864469
04462ec86,2197275.3823001934
044683ae6,1400324.015903429
0448aa36f,2305826.113700813
0449d0137,1310259.744001445
044b95f86,2278705.849134043
044b97b6c,1985995.4438032513
044c7fd20,2038803.8585040707
044c8dfd9,4755835.497727526
044d8ee8d,1866309.700073238
044eb2751,895630.8846321014
044efc778,1875304.0521639634
045082aa1,1065305.6891863826
04518a146,2681690.684847541
045239fe8,177813.20482739
0453a3e09,1023274.5148147674
0454417ec,3320878.906818048
0454de019,1260617.048884266
04562691c,1517396.1943303533
0458a04a0,2922953.8837224394
045901f6a,2692817.707184692
045986d3a,2395783.9516518125
045bce540,1487871.3042050395
045ce5b8c,2370015.9614064028
046021d41,1779652.671674742
0462e36a5,2521440.843464732
046526fe2,1412036.8700988987
04655596d,1258870.1077401969
04658f5b6,2384756.682903605
046692f4b,1520230.9188315102
046868511,1712399.919712802
046892828,909305.2587130588
046b3d7ef,3184186.4566214182
046c924e3,519705.61331701535
046e2664e,2233677.6994029405
046e3b5b4,2350552.585877698
046f20f0d,4277692.77234917
047157871,2674308.2188910106
04722b965,1698336.4619991812
0478dd0a3,1308805.2722913097
0479371c3,2124895.956185239
047ac78ea,2120697.76016424
0481e6914,855783.4078239686
04822e352,2132819.3087500827
0483111ba,1746012.422208021
0483794aa,3631722.922736052
048443c83,3000693.160490294
04847c5ea,2610078.4393629725
048658031,2594213.8376457593
048694692,3168061.421383275
048712c35,1607122.1946942252
048b1b81c,3956804.660563632
048def5ee,2655283.3371618213
048e4e5ce,1902466.4404424343
049036175,7745893.543055704
04905d5d0,3306290.709303261
0490bce2f,1825699.9350188295
0492364a6,1541549.2903060697
0493c1057,1389198.898654145
0494cbc16,3046292.641201012
049670925,2646890.817287607
04998f537,1612024.137043339
04999528c,1481299.6105505663
049a35c33,1666230.3215504445
049a8e3e5,1325834.811500401
049ab0d4d,1009752.4469663085
049b66c17,2483371.895907427
049e17289,735513.7261472617
049e7e088,1291336.5455894119
04a049e48,1016042.2612342164
04a095504,2287941.524880784
04a105753,2016359.472717594
04a231167,1048633.405110612
04a3c6d21,852209.8567331082
04a5a539f,2034165.5108422027
04a746dc8,2679175.133060333
04a992add,1111837.5798218413
04a9e4aeb,1233919.395282616
04aa2e15a,1524801.1299677962
04aa6b5fc,1591125.4345525508
04ab00450,894144.6027947767
04ab1de8e,4379138.865117636
04ad57b6d,6895842.975013867
04ae21348,945488.8651023803
04af5fa34,2139352.031830997
04afeb8ac,3135137.3615119327
04b0e1550,2222435.0355898365
04b1ca833,1555470.4285202036
04b2cb591,1012653.8975015106
04b2d3d86,1864031.2864789155
